sales_order_id,sales_order_datetime,manufacturing_start_datetime,manufacturing_completed_datetime,shipped_datetime,attempts,pass_rate
5633,2018-04-16 14:59:53,2018-04-16 20:09:10,2018-04-18 01:37:38,2018-04-18 17:20:57,1,1.0
5634,2018-04-16 16:02:01,2018-04-16 20:01:53,2018-04-20 21:54:31,2018-04-21 15:11:58,3,0.3333333333333333
5635,2018-04-16 16:06:21,2018-04-16 20:05:52,2018-04-18 10:46:42,2018-04-19 00:56:13,1,1.0
5636,2018-04-16 16:25:32,2018-04-16 21:04:01,2018-04-18 14:58:20,2018-04-19 03:41:37,1,1.0
5637,2018-04-16 16:39:01,2018-04-16 21:15:10,2018-04-20 04:09:59,2018-04-20 19:01:54,2,0.5
5638,2018-04-16 17:01:41,2018-04-16 21:01:21,2018-04-18 09:13:59,2018-04-19 03:36:29,1,1.0
5639,2018-04-16 17:15:03,2018-04-16 23:10:30,2018-04-20 04:42:14,2018-04-20 16:10:39,2,0.5
5640,2018-04-16 17:31:55,2018-04-16 22:11:50,2018-04-19 04:31:36,2018-04-19 14:54:01,2,0.5
5641,2018-04-16 17:42:32,2018-04-16 22:28:56,2018-04-18 04:09:23,2018-04-18 18:56:25,1,1.0
5642,2018-04-16 18:00:47,2018-04-16 21:41:07,2018-04-18 09:59:45,2018-04-19 00:14:14,1,1.0
5643,2018-04-16 18:02:56,2018-04-17 01:07:13,2018-04-18 09:59:12,2018-04-19 00:34:11,1,1.0
5644,2018-04-16 18:03:46,2018-04-17 01:29:23,2018-04-18 12:47:55,2018-04-19 03:18:26,1,1.0
5645,2018-04-16 18:15:30,2018-04-16 22:28:40,2018-04-18 13:13:39,2018-04-19 06:14:19,1,1.0
5646,2018-04-16 18:40:25,2018-04-17 00:53:58,2018-04-18 14:48:58,2018-04-19 05:43:52,1,1.0
5647,2018-04-16 18:48:34,2018-04-16 23:43:03,2018-04-19 07:01:20,2018-04-19 23:39:41,2,0.5
5648,2018-04-16 19:23:34,2018-04-17 01:59:47,2018-04-21 06:41:12,2018-04-21 16:43:53,3,0.3333333333333333
5649,2018-04-16 19:57:37,2018-04-17 01:17:47,2018-04-18 05:51:38,2018-04-18 19:48:08,1,1.0
5650,2018-04-16 20:14:52,2018-04-17 01:20:51,2018-04-18 06:40:51,2018-04-18 20:03:00,1,1.0
5651,2018-04-16 20:26:29,2018-04-16 22:56:31,2018-04-17 23:16:18,2018-04-18 09:42:08,1,1.0
5652,2018-04-16 20:45:54,2018-04-17 00:53:11,2018-04-18 11:06:08,2018-04-19 02:18:32,1,1.0
5653,2018-04-16 21:12:37,2018-04-17 02:13:50,2018-04-18 02:09:50,2018-04-18 16:57:47,1,1.0
5654,2018-04-16 21:58:01,2018-04-17 03:09:56,2018-04-20 02:23:26,2018-04-20 16:27:23,2,0.5
5655,2018-04-16 22:10:40,2018-04-17 01:57:46,2018-04-18 18:44:38,2018-04-19 09:29:30,1,1.0
5656,2018-04-16 22:28:03,2018-04-17 02:44:19,2018-04-18 15:04:52,2018-04-19 06:17:16,1,1.0
5657,2018-04-16 22:44:15,2018-04-17 04:17:27,2018-04-19 23:50:49,2018-04-20 16:52:23,2,0.5
5658,2018-04-16 22:52:40,2018-04-17 02:29:40,2018-04-20 13:56:37,2018-04-21 06:13:43,2,0.5
5659,2018-04-16 23:10:13,2018-04-17 04:18:14,2018-04-20 02:48:50,2018-04-20 18:28:15,2,0.5
5660,2018-04-16 23:27:53,2018-04-17 05:42:09,2018-04-20 20:19:46,2018-04-21 15:56:38,3,0.3333333333333333
5661,2018-04-16 23:58:26,2018-04-17 05:21:33,2018-04-18 15:31:47,2018-04-19 05:06:48,1,1.0
5662,2018-04-17 00:15:57,2018-04-17 05:36:04,2018-04-19 01:36:18,2018-04-19 13:53:06,1,1.0
5663,2018-04-17 01:21:42,2018-04-17 04:20:29,2018-04-19 11:37:41,2018-04-20 04:58:34,2,0.5
5664,2018-04-17 02:44:37,2018-04-17 06:55:18,2018-04-18 09:01:27,2018-04-19 03:45:28,1,1.0
5665,2018-04-17 02:56:28,2018-04-17 09:59:43,2018-04-18 22:47:28,2018-04-19 12:31:14,1,1.0
5666,2018-04-17 03:55:38,2018-04-17 08:19:41,2018-04-18 16:37:37,2018-04-19 10:22:57,1,1.0
5667,2018-04-17 04:25:07,2018-04-17 10:40:59,2018-04-19 23:58:47,2018-04-20 13:54:46,2,0.5
5668,2018-04-17 04:59:02,2018-04-17 09:22:22,2018-04-18 12:07:24,2018-04-19 04:17:34,1,1.0
5669,2018-04-17 05:12:56,2018-04-17 09:56:15,2018-04-18 08:59:05,2018-04-19 01:15:54,1,1.0
5670,2018-04-17 05:18:38,2018-04-17 10:49:34,2018-04-18 12:31:10,2018-04-19 02:15:26,1,1.0
5671,2018-04-17 05:22:53,2018-04-17 10:28:55,2018-04-19 04:38:16,2018-04-19 23:19:52,1,1.0
5672,2018-04-17 05:25:42,2018-04-17 10:48:35,2018-04-18 20:15:43,2018-04-19 15:11:06,1,1.0
5673,2018-04-17 05:27:19,2018-04-17 09:38:12,2018-04-18 08:37:06,2018-04-18 21:34:33,1,1.0
5674,2018-04-17 05:34:04,2018-04-17 09:25:53,2018-04-19 01:16:41,2018-04-19 16:40:48,1,1.0
5675,2018-04-17 05:42:53,2018-04-17 09:49:43,2018-04-24 02:18:12,2018-04-24 19:07:56,4,0.25
5676,2018-04-17 06:24:54,2018-04-17 10:52:57,2018-04-20 19:03:35,2018-04-21 06:17:40,2,0.5
5677,2018-04-17 06:26:44,2018-04-17 11:12:58,2018-04-18 18:27:04,2018-04-19 09:30:12,1,1.0
5678,2018-04-17 07:19:40,2018-04-17 13:21:54,2018-04-18 21:25:27,2018-04-19 09:07:04,1,1.0
5679,2018-04-17 07:41:47,2018-04-17 12:47:01,2018-04-21 19:29:48,2018-04-22 11:49:53,3,0.3333333333333333
5680,2018-04-17 08:04:29,2018-04-17 13:33:33,2018-04-19 06:34:07,2018-04-19 21:44:26,1,1.0
5681,2018-04-17 09:12:54,2018-04-17 14:21:23,2018-04-21 09:56:00,2018-04-22 00:11:08,3,0.3333333333333333
5682,2018-04-17 09:18:07,2018-04-17 13:11:11,2018-04-18 18:38:33,2018-04-19 06:30:31,1,1.0
5683,2018-04-17 09:37:27,2018-04-17 14:38:29,2018-04-19 03:52:12,2018-04-19 17:40:22,1,1.0
5684,2018-04-17 09:44:23,2018-04-17 14:52:13,2018-04-19 06:51:06,2018-04-19 22:53:24,1,1.0
5685,2018-04-17 10:00:51,2018-04-17 15:46:26,2018-04-21 19:25:30,2018-04-22 10:20:35,3,0.3333333333333333
5686,2018-04-17 10:02:17,2018-04-17 13:58:10,2018-04-19 03:03:46,2018-04-19 20:26:52,1,1.0
5687,2018-04-17 11:17:58,2018-04-17 14:15:32,2018-04-21 20:34:01,2018-04-22 13:49:20,3,0.3333333333333333
5688,2018-04-17 11:33:40,2018-04-17 16:44:14,2018-04-19 00:53:25,2018-04-19 18:03:39,1,1.0
5689,2018-04-17 12:13:15,2018-04-17 17:34:28,2018-04-21 08:44:22,2018-04-21 22:39:50,3,0.3333333333333333
5690,2018-04-17 12:18:22,2018-04-17 17:07:36,2018-04-19 23:45:26,2018-04-20 15:20:49,2,0.5
5691,2018-04-17 13:20:06,2018-04-17 18:21:46,2018-04-21 12:58:38,2018-04-22 02:02:48,3,0.3333333333333333
5692,2018-04-17 14:11:33,2018-04-17 20:04:16,2018-04-20 04:36:27,2018-04-20 17:05:15,2,0.5
5693,2018-04-17 15:08:09,2018-04-17 19:40:37,2018-04-22 04:44:07,2018-04-22 22:05:56,3,0.3333333333333333
5694,2018-04-17 15:28:13,2018-04-17 20:11:29,2018-04-21 04:14:36,2018-04-21 16:52:13,2,0.5
5695,2018-04-17 15:49:20,2018-04-17 20:54:04,2018-04-19 07:29:40,2018-04-19 19:54:23,1,1.0
5696,2018-04-17 17:38:46,2018-04-17 21:25:34,2018-04-19 01:59:28,2018-04-19 17:12:05,1,1.0
5697,2018-04-17 17:40:56,2018-04-17 22:31:49,2018-04-21 02:41:59,2018-04-21 17:09:30,2,0.5
5698,2018-04-17 18:05:48,2018-04-17 23:01:58,2018-04-20 21:12:55,2018-04-21 11:50:48,2,0.5
5699,2018-04-17 18:08:40,2018-04-18 00:46:53,2018-04-21 01:05:09,2018-04-21 20:41:49,2,0.5
5700,2018-04-17 18:41:42,2018-04-17 23:23:48,2018-04-20 12:49:44,2018-04-21 01:50:23,2,0.5
5701,2018-04-17 18:43:37,2018-04-17 23:55:37,2018-04-22 22:39:05,2018-04-23 14:38:29,3,0.3333333333333333
5702,2018-04-17 18:44:17,2018-04-18 00:39:24,2018-04-22 23:17:57,2018-04-23 14:28:21,3,0.3333333333333333
5703,2018-04-17 19:42:03,2018-04-17 23:51:48,2018-04-22 01:24:12,2018-04-22 18:25:19,3,0.3333333333333333
5704,2018-04-17 19:55:35,2018-04-18 02:18:07,2018-04-22 18:21:16,2018-04-23 07:46:58,3,0.3333333333333333
5705,2018-04-17 20:14:35,2018-04-18 03:00:24,2018-04-21 09:48:52,2018-04-22 00:21:55,2,0.5
5706,2018-04-17 20:42:22,2018-04-18 01:40:37,2018-04-19 08:40:57,2018-04-19 23:54:38,1,1.0
5707,2018-04-17 21:06:12,2018-04-18 01:33:50,2018-04-19 10:37:42,2018-04-19 22:45:38,1,1.0
5708,2018-04-17 21:31:48,2018-04-18 04:09:25,2018-04-19 14:05:04,2018-04-20 01:28:24,1,1.0
5709,2018-04-17 22:03:05,2018-04-18 03:50:49,2018-04-20 11:04:41,2018-04-21 02:02:11,2,0.5
5710,2018-04-17 22:07:48,2018-04-18 03:12:43,2018-04-21 02:56:47,2018-04-21 20:37:17,2,0.5
5711,2018-04-17 22:12:00,2018-04-18 04:37:36,2018-04-21 10:35:17,2018-04-22 00:53:01,2,0.5
5712,2018-04-17 23:15:07,2018-04-18 05:34:22,2018-04-19 14:18:05,2018-04-20 04:52:16,1,1.0
5713,2018-04-18 00:10:08,2018-04-18 04:49:57,2018-04-19 16:09:14,2018-04-20 09:27:19,1,1.0
5714,2018-04-18 00:28:56,2018-04-18 05:43:51,2018-04-19 22:43:38,2018-04-20 13:25:46,1,1.0
5715,2018-04-18 00:43:02,2018-04-18 06:17:38,2018-04-22 04:16:44,2018-04-22 20:49:57,3,0.3333333333333333
5716,2018-04-18 01:03:25,2018-04-18 06:05:08,2018-04-21 04:56:51,2018-04-22 01:16:49,2,0.5
5717,2018-04-18 01:36:48,2018-04-18 05:13:20,2018-04-20 18:06:49,2018-04-21 07:57:34,2,0.5
5718,2018-04-18 02:05:17,2018-04-18 06:08:59,2018-04-20 18:44:55,2018-04-21 09:23:40,2,0.5
5719,2018-04-18 03:18:30,2018-04-18 06:57:00,2018-04-19 18:16:57,2018-04-20 10:04:29,1,1.0
5720,2018-04-18 04:09:16,2018-04-18 09:38:50,2018-04-19 20:26:27,2018-04-20 14:25:26,1,1.0
5721,2018-04-18 04:19:08,2018-04-18 08:08:04,2018-04-19 20:36:34,2018-04-20 11:22:45,1,1.0
5722,2018-04-18 04:27:55,2018-04-18 09:39:27,2018-04-21 05:28:26,2018-04-21 21:55:56,2,0.5
5723,2018-04-18 04:39:20,2018-04-18 11:29:14,2018-04-21 11:28:24,2018-04-22 03:10:08,2,0.5
5724,2018-04-18 05:07:20,2018-04-18 11:32:59,2018-04-22 00:24:14,2018-04-22 15:15:33,2,0.5
5725,2018-04-18 06:40:17,2018-04-18 09:50:02,2018-04-20 01:00:54,2018-04-20 15:10:26,1,1.0
5726,2018-04-18 06:48:55,2018-04-18 10:32:11,2018-04-19 21:51:00,2018-04-20 11:37:53,1,1.0
5727,2018-04-18 07:25:35,2018-04-18 11:38:59,2018-04-21 12:03:44,2018-04-22 09:11:35,2,0.5
5728,2018-04-18 08:42:24,2018-04-18 12:32:15,2018-04-21 04:19:59,2018-04-21 16:15:03,2,0.5
5729,2018-04-18 08:52:12,2018-04-18 12:12:58,2018-04-19 20:51:46,2018-04-20 08:58:12,1,1.0
5730,2018-04-18 09:52:04,2018-04-18 14:51:24,2018-04-23 03:16:31,2018-04-23 18:45:53,3,0.3333333333333333
5731,2018-04-18 09:55:26,2018-04-18 15:37:44,2018-04-21 11:34:06,2018-04-22 02:58:29,2,0.5
5732,2018-04-18 11:20:39,2018-04-18 17:17:53,2018-04-20 07:02:55,2018-04-20 22:54:04,1,1.0
5733,2018-04-18 12:01:02,2018-04-18 16:32:33,2018-04-25 09:42:30,2018-04-25 22:57:33,4,0.25
5734,2018-04-18 12:07:57,2018-04-18 16:51:38,2018-04-20 01:48:54,2018-04-20 14:45:43,1,1.0
5735,2018-04-18 12:47:59,2018-04-18 18:09:19,2018-04-20 15:36:59,2018-04-21 06:02:43,2,0.5
5736,2018-04-18 13:28:53,2018-04-18 18:22:22,2018-04-20 14:46:33,2018-04-21 07:35:27,1,1.0
5737,2018-04-18 13:46:50,2018-04-18 19:35:28,2018-04-20 01:35:37,2018-04-20 14:33:29,1,1.0
5738,2018-04-18 14:16:46,2018-04-18 19:42:35,2018-04-21 16:48:06,2018-04-22 08:06:14,2,0.5
5739,2018-04-18 15:01:53,2018-04-18 19:39:18,2018-04-23 11:51:11,2018-04-24 01:49:42,3,0.3333333333333333
5740,2018-04-18 15:02:47,2018-04-18 18:11:23,2018-04-22 04:17:38,2018-04-22 16:14:41,2,0.5
5741,2018-04-18 16:01:07,2018-04-18 22:31:03,2018-04-20 17:41:52,2018-04-21 06:08:05,1,1.0
5742,2018-04-18 16:06:49,2018-04-18 20:25:39,2018-04-21 11:31:36,2018-04-22 04:20:50,2,0.5
5743,2018-04-18 16:35:42,2018-04-18 21:57:09,2018-04-23 21:34:57,2018-04-24 11:22:29,3,0.3333333333333333
5744,2018-04-18 16:53:42,2018-04-18 19:58:42,2018-04-21 17:06:02,2018-04-22 10:35:17,2,0.5
5745,2018-04-18 17:06:44,2018-04-18 22:06:03,2018-04-20 22:18:15,2018-04-21 13:13:46,1,1.0
5746,2018-04-18 17:07:07,2018-04-18 22:13:07,2018-04-20 13:37:01,2018-04-21 01:52:52,1,1.0
5747,2018-04-18 17:10:06,2018-04-18 22:19:00,2018-04-20 06:51:55,2018-04-20 22:49:10,1,1.0
5748,2018-04-18 17:22:31,2018-04-19 01:23:20,2018-04-20 06:38:16,2018-04-20 20:02:06,1,1.0
5749,2018-04-18 18:13:36,2018-04-18 22:35:43,2018-04-20 13:26:17,2018-04-21 03:41:03,2,0.5
5750,2018-04-18 18:35:48,2018-04-19 00:25:02,2018-04-22 02:38:59,2018-04-22 19:54:54,2,0.5
5751,2018-04-18 18:46:17,2018-04-19 00:17:40,2018-04-20 15:11:59,2018-04-21 03:37:13,1,1.0
5752,2018-04-18 19:12:29,2018-04-18 23:31:45,2018-04-20 13:01:29,2018-04-21 03:07:31,1,1.0
5753,2018-04-18 19:57:43,2018-04-19 01:46:03,2018-04-20 19:32:20,2018-04-21 08:22:18,2,0.5
5754,2018-04-18 20:01:05,2018-04-19 00:51:13,2018-04-20 03:36:38,2018-04-20 16:13:47,1,1.0
5755,2018-04-18 20:01:42,2018-04-19 01:54:12,2018-04-20 13:58:49,2018-04-21 04:02:02,1,1.0
5756,2018-04-18 20:02:48,2018-04-19 03:00:27,2018-04-22 17:08:53,2018-04-23 06:25:58,2,0.5
5757,2018-04-18 20:10:34,2018-04-19 01:19:36,2018-04-21 19:43:52,2018-04-22 10:10:59,2,0.5
5758,2018-04-18 20:28:27,2018-04-19 01:11:34,2018-04-22 07:53:37,2018-04-23 00:10:16,2,0.5
5759,2018-04-18 20:28:46,2018-04-19 02:31:51,2018-04-20 06:29:11,2018-04-20 19:59:04,1,1.0
5760,2018-04-18 20:31:42,2018-04-19 02:55:29,2018-04-20 13:32:05,2018-04-21 01:35:54,1,1.0
5761,2018-04-18 20:38:19,2018-04-19 00:45:19,2018-04-21 16:48:39,2018-04-22 09:05:37,2,0.5
5762,2018-04-18 21:11:58,2018-04-19 01:44:47,2018-04-22 09:28:38,2018-04-22 22:57:43,2,0.5
5763,2018-04-18 21:54:02,2018-04-19 03:34:33,2018-04-20 10:10:56,2018-04-21 04:50:15,1,1.0
5764,2018-04-18 22:30:53,2018-04-19 03:22:57,2018-04-20 21:52:16,2018-04-21 12:03:11,1,1.0
5765,2018-04-18 22:52:04,2018-04-19 02:54:48,2018-04-20 10:45:50,2018-04-21 01:29:30,1,1.0
5766,2018-04-18 23:02:12,2018-04-19 04:34:38,2018-04-22 15:52:25,2018-04-23 02:15:55,3,0.3333333333333333
5767,2018-04-18 23:44:04,2018-04-19 05:24:21,2018-04-21 13:17:47,2018-04-22 01:58:22,2,0.5
5768,2018-04-19 00:36:08,2018-04-19 05:16:04,2018-04-21 17:35:43,2018-04-22 04:02:13,2,0.5
5769,2018-04-19 00:49:42,2018-04-19 05:53:22,2018-04-22 04:51:42,2018-04-22 20:26:59,2,0.5
5770,2018-04-19 01:30:36,2018-04-19 05:56:00,2018-04-24 06:51:19,2018-04-24 21:41:30,4,0.25
5771,2018-04-19 02:47:19,2018-04-19 06:41:36,2018-04-20 11:47:44,2018-04-21 04:03:20,1,1.0
5772,2018-04-19 03:07:43,2018-04-19 07:37:53,2018-04-20 21:54:02,2018-04-21 14:30:55,1,1.0
5773,2018-04-19 03:46:35,2018-04-19 08:51:01,2018-04-20 17:25:33,2018-04-21 10:20:55,2,0.5
5774,2018-04-19 04:34:55,2018-04-19 08:06:24,2018-04-20 15:18:09,2018-04-21 05:51:08,1,1.0
5775,2018-04-19 05:31:24,2018-04-19 10:05:57,2018-04-20 12:26:51,2018-04-21 03:37:05,1,1.0
5776,2018-04-19 05:38:56,2018-04-19 10:44:12,2018-04-20 15:34:52,2018-04-21 07:44:20,1,1.0
5777,2018-04-19 06:55:13,2018-04-19 13:06:53,2018-04-22 10:43:39,2018-04-23 00:08:16,2,0.5
5778,2018-04-19 07:05:35,2018-04-19 11:46:49,2018-04-22 04:34:48,2018-04-22 17:42:14,2,0.5
5779,2018-04-19 07:08:19,2018-04-19 10:53:33,2018-04-20 18:48:29,2018-04-21 12:53:17,1,1.0
5780,2018-04-19 07:47:59,2018-04-19 12:35:24,2018-04-22 20:20:29,2018-04-23 07:43:44,2,0.5
5781,2018-04-19 09:16:15,2018-04-19 13:42:15,2018-04-20 23:07:52,2018-04-21 15:07:52,1,1.0
5782,2018-04-19 09:44:25,2018-04-19 15:17:32,2018-04-21 10:28:21,2018-04-22 02:09:17,1,1.0
5783,2018-04-19 09:53:15,2018-04-19 14:32:58,2018-04-21 03:52:00,2018-04-21 16:37:12,1,1.0
5784,2018-04-19 10:58:18,2018-04-19 13:15:39,2018-04-21 21:53:51,2018-04-22 11:33:42,2,0.5
5785,2018-04-19 11:04:28,2018-04-19 19:45:57,2018-04-23 11:29:57,2018-04-24 01:47:07,2,0.5
5786,2018-04-19 11:23:51,2018-04-19 16:32:23,2018-04-26 23:29:34,2018-04-27 14:55:34,5,0.2
5787,2018-04-19 11:42:36,2018-04-19 16:47:57,2018-04-21 12:19:54,2018-04-22 04:02:06,1,1.0
5788,2018-04-19 12:09:50,2018-04-19 15:37:20,2018-04-22 07:46:10,2018-04-22 22:42:27,2,0.5
5789,2018-04-19 12:13:41,2018-04-19 15:45:48,2018-04-21 02:43:20,2018-04-21 18:05:56,1,1.0
5790,2018-04-19 12:24:42,2018-04-19 17:19:10,2018-04-21 05:08:08,2018-04-21 21:27:16,1,1.0
5791,2018-04-19 13:55:24,2018-04-19 19:15:34,2018-04-21 03:51:30,2018-04-21 20:05:05,1,1.0
5792,2018-04-19 14:39:51,2018-04-19 20:21:58,2018-04-21 12:41:00,2018-04-22 06:45:07,1,1.0
5793,2018-04-19 15:12:31,2018-04-19 20:26:45,2018-04-21 16:18:16,2018-04-22 09:23:26,1,1.0
5794,2018-04-19 15:38:22,2018-04-19 19:27:12,2018-04-20 16:39:38,2018-04-21 07:41:46,1,1.0
5795,2018-04-19 15:45:00,2018-04-19 18:14:43,2018-04-22 21:58:48,2018-04-23 14:15:40,2,0.5
5796,2018-04-19 16:49:30,2018-04-19 21:43:29,2018-04-22 07:08:08,2018-04-22 22:58:59,2,0.5
5797,2018-04-19 17:02:02,2018-04-19 21:29:59,2018-04-21 12:42:17,2018-04-22 04:02:00,2,0.5
5798,2018-04-19 17:16:15,2018-04-19 21:00:29,2018-04-21 09:16:45,2018-04-21 22:32:31,1,1.0
5799,2018-04-19 17:21:04,2018-04-19 23:10:45,2018-04-21 11:27:44,2018-04-22 02:47:12,1,1.0
5800,2018-04-19 17:22:45,2018-04-19 20:48:12,2018-04-21 09:56:55,2018-04-21 20:49:05,1,1.0
5801,2018-04-19 17:45:44,2018-04-19 23:22:45,2018-04-24 09:50:43,2018-04-25 02:59:23,3,0.3333333333333333
5802,2018-04-19 18:05:06,2018-04-19 21:40:29,2018-04-21 11:51:53,2018-04-22 03:33:55,1,1.0
5803,2018-04-19 18:05:20,2018-04-19 23:13:22,2018-04-21 05:29:25,2018-04-21 20:10:18,1,1.0
5804,2018-04-19 18:11:25,2018-04-20 00:07:27,2018-04-21 11:02:08,2018-04-22 01:11:38,1,1.0
5805,2018-04-19 18:19:06,2018-04-19 22:58:49,2018-04-21 12:13:20,2018-04-22 04:31:52,1,1.0
5806,2018-04-19 19:34:49,2018-04-20 02:16:12,2018-04-23 11:46:25,2018-04-24 06:26:55,2,0.5
5807,2018-04-19 19:38:23,2018-04-20 02:33:27,2018-04-22 22:01:39,2018-04-23 13:46:39,2,0.5
5808,2018-04-19 19:50:42,2018-04-20 01:04:55,2018-04-22 17:47:24,2018-04-23 12:35:40,2,0.5
5809,2018-04-19 20:06:08,2018-04-20 01:38:36,2018-04-24 05:15:18,2018-04-24 21:49:25,3,0.3333333333333333
5810,2018-04-19 20:11:12,2018-04-20 02:14:50,2018-04-21 05:20:58,2018-04-21 18:44:19,1,1.0
5811,2018-04-19 21:20:42,2018-04-20 02:53:21,2018-04-24 19:45:53,2018-04-25 11:44:24,3,0.3333333333333333
5812,2018-04-19 21:22:00,2018-04-20 02:48:14,2018-04-21 04:29:33,2018-04-21 20:16:21,1,1.0
5813,2018-04-19 21:56:33,2018-04-20 02:25:06,2018-04-21 14:00:50,2018-04-22 03:24:06,1,1.0
5814,2018-04-19 22:03:23,2018-04-20 01:22:08,2018-04-21 11:19:19,2018-04-22 01:30:23,1,1.0
5815,2018-04-19 22:18:01,2018-04-20 01:54:36,2018-04-21 03:05:48,2018-04-21 17:14:29,1,1.0
5816,2018-04-19 22:29:17,2018-04-20 05:52:13,2018-04-21 07:21:45,2018-04-21 22:33:46,1,1.0
5817,2018-04-19 22:35:50,2018-04-20 03:55:10,2018-04-22 13:46:04,2018-04-23 04:12:27,2,0.5
5818,2018-04-19 23:01:19,2018-04-20 03:46:34,2018-04-22 19:05:20,2018-04-23 10:37:34,2,0.5
5819,2018-04-19 23:15:00,2018-04-20 05:30:47,2018-04-23 16:23:01,2018-04-24 08:14:41,2,0.5
5820,2018-04-19 23:34:16,2018-04-20 03:49:17,2018-04-21 12:43:40,2018-04-22 06:15:47,1,1.0
5821,2018-04-20 00:15:57,2018-04-20 05:50:56,2018-04-23 06:42:26,2018-04-23 22:48:19,2,0.5
5822,2018-04-20 00:24:05,2018-04-20 05:28:42,2018-04-21 21:46:02,2018-04-22 11:21:48,1,1.0
5823,2018-04-20 00:48:04,2018-04-20 06:15:40,2018-04-21 21:30:47,2018-04-22 16:44:06,1,1.0
5824,2018-04-20 01:39:47,2018-04-20 06:19:35,2018-04-21 15:47:18,2018-04-22 05:23:50,1,1.0
5825,2018-04-20 02:22:03,2018-04-20 06:24:10,2018-04-23 23:33:28,2018-04-24 13:46:57,3,0.3333333333333333
5826,2018-04-20 02:22:38,2018-04-20 06:33:15,2018-04-24 19:04:32,2018-04-25 11:16:13,3,0.3333333333333333
5827,2018-04-20 03:32:32,2018-04-20 07:45:30,2018-04-21 13:35:01,2018-04-22 10:22:27,1,1.0
5828,2018-04-20 04:00:17,2018-04-20 09:00:06,2018-04-23 23:27:22,2018-04-24 15:15:33,2,0.5
5829,2018-04-20 05:05:42,2018-04-20 08:32:19,2018-04-23 12:50:29,2018-04-24 02:33:29,2,0.5
5830,2018-04-20 05:15:06,2018-04-20 09:00:15,2018-04-23 06:14:29,2018-04-23 17:57:45,2,0.5
5831,2018-04-20 05:29:03,2018-04-20 10:37:10,2018-04-24 23:21:47,2018-04-25 10:57:05,3,0.3333333333333333
5832,2018-04-20 05:31:05,2018-04-20 10:23:25,2018-04-21 20:50:45,2018-04-22 11:52:03,1,1.0
5833,2018-04-20 05:38:42,2018-04-20 10:50:06,2018-04-21 18:21:38,2018-04-22 10:27:00,1,1.0
5834,2018-04-20 05:47:36,2018-04-20 10:44:53,2018-04-21 22:55:14,2018-04-22 11:04:51,1,1.0
5835,2018-04-20 07:06:01,2018-04-20 14:37:09,2018-04-21 22:49:02,2018-04-22 14:15:40,1,1.0
5836,2018-04-20 07:27:48,2018-04-20 12:35:24,2018-04-22 08:28:14,2018-04-22 20:50:36,1,1.0
5837,2018-04-20 07:30:49,2018-04-20 12:08:04,2018-04-21 17:55:17,2018-04-22 07:04:21,1,1.0
5838,2018-04-20 07:34:21,2018-04-20 12:40:25,2018-04-25 01:21:18,2018-04-25 17:37:06,3,0.3333333333333333
5839,2018-04-20 08:55:20,2018-04-20 14:56:31,2018-04-21 20:14:47,2018-04-22 09:45:04,1,1.0
5840,2018-04-20 08:56:53,2018-04-20 13:53:54,2018-04-21 19:08:49,2018-04-22 12:46:01,1,1.0
5841,2018-04-20 09:43:25,2018-04-20 15:24:30,2018-04-21 15:20:05,2018-04-22 05:09:57,1,1.0
5842,2018-04-20 12:15:42,2018-04-20 17:39:27,2018-04-22 05:21:46,2018-04-22 22:34:53,1,1.0
5843,2018-04-20 13:33:05,2018-04-20 18:15:39,2018-04-22 00:54:24,2018-04-22 20:26:13,1,1.0
5844,2018-04-20 14:02:54,2018-04-20 19:09:33,2018-04-22 10:27:58,2018-04-22 23:58:29,1,1.0
5845,2018-04-20 14:09:51,2018-04-20 20:45:47,2018-04-22 08:28:41,2018-04-23 04:24:36,1,1.0
5846,2018-04-20 14:14:50,2018-04-20 19:29:25,2018-04-22 05:47:05,2018-04-22 20:48:42,1,1.0
5847,2018-04-20 14:22:25,2018-04-20 18:23:15,2018-04-21 20:19:38,2018-04-22 10:03:43,1,1.0
5848,2018-04-20 14:33:49,2018-04-20 19:14:38,2018-04-23 20:30:50,2018-04-24 10:55:18,2,0.5
5849,2018-04-20 14:52:26,2018-04-20 17:45:34,2018-04-21 23:42:37,2018-04-22 13:54:12,1,1.0
5850,2018-04-20 15:25:24,2018-04-20 20:33:38,2018-04-21 22:22:49,2018-04-22 16:11:01,1,1.0
5851,2018-04-20 17:33:56,2018-04-20 23:52:39,2018-04-22 11:41:06,2018-04-23 05:19:14,1,1.0
5852,2018-04-20 18:04:19,2018-04-20 21:43:49,2018-04-22 00:29:08,2018-04-22 18:05:50,1,1.0
5853,2018-04-20 18:25:55,2018-04-20 23:34:54,2018-04-21 21:52:23,2018-04-22 10:16:27,1,1.0
5854,2018-04-20 18:33:04,2018-04-21 00:32:11,2018-04-22 16:59:20,2018-04-23 08:22:02,1,1.0
5855,2018-04-20 18:40:27,2018-04-21 00:45:55,2018-04-22 07:15:35,2018-04-22 19:09:37,1,1.0
5856,2018-04-20 19:21:15,2018-04-21 01:38:02,2018-04-22 01:47:00,2018-04-22 18:48:19,1,1.0
5857,2018-04-20 19:48:36,2018-04-20 22:56:30,2018-04-23 07:37:21,2018-04-23 21:39:18,2,0.5
5858,2018-04-20 20:01:25,2018-04-21 01:31:42,2018-04-22 07:09:48,2018-04-22 23:10:10,1,1.0
